Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Outlet
1344,18.35,1,0.014024028,Household,224.5746,OUT046,16,2,0,1,1331,2,1327.838316,0,8
1360,20.08910944,1,0.014232071,Household,100.9332,OUT027,28,1,2,3,628,2,1327.838316,0,5
1205,14,0,0.023730384,Baking Goods,104.3332,OUT035,9,2,1,1,381,1,1165.308787,1,6
219,11.6,0,0.038578846,Dairy,56.1272,OUT049,14,1,0,1,3073,1,1340.311665,0,9
83,15.85,0,0.108036187,Soft Drinks,57.3904,OUT018,4,1,2,2,3132,0,1229.886669,1,3
233,10.5,2,0.013572808,Snack Foods,143.2154,OUT017,6,2,1,1,483,1,1373.949767,0,2
1026,16.7,2,0.06082402,Baking Goods,98.7384,OUT013,26,0,2,1,654,1,1165.308787,1,1
1500,17.6,1,0.074345142,Household,230.901,OUT013,26,0,2,1,2284,2,1327.838316,0,1
994,18.25,0,0.075501241,Snack Foods,123.1046,OUT018,4,1,2,2,1195,1,1373.949767,0,3
754,21.1,2,0.16216286,Fruits and Vegetables,62.2168,OUT018,4,1,2,2,2026,1,1400.923903,0,3
1025,9.1,2,0.081652352,Breads,177.0054,OUT035,9,2,1,1,918,1,1329.897088,0,6
1540,15.25,1,0.061434045,Household,130.9968,OUT018,4,1,2,2,1092,2,1327.838316,0,3
1515,14.35,1,0.017073332,Health and Hygiene,109.5228,OUT045,11,2,1,1,561,2,1218.181979,1,7
813,15.9666819,0,0.118806857,Frozen Foods,248.8434,OUT027,28,1,2,3,3072,1,1280.318926,1,5
640,5.885,2,0.092694107,Canned,53.6982,OUT013,26,0,2,1,454,1,1332.243074,0,1
155,16.1,0,0.065183228,Dairy,148.076,OUT046,16,2,0,1,406,1,1340.311665,0,8
207,20.08910944,2,0.005561538,Starchy Foods,224.0062,OUT027,28,1,2,3,2030,1,1306.324351,0,5
74,19.7,0,0.024635077,Soft Drinks,84.1592,OUT013,26,0,2,1,71,0,1229.886669,1,1
494,11.5,2,0.126313413,Frozen Foods,100.6358,OUT017,6,2,1,1,846,1,1280.318926,1,2
850,16.5,2,0.066383907,Breakfast,180.4292,OUT045,11,2,1,1,980,1,1248.919095,1,7
881,15.15,2,0.066279832,Frozen Foods,147.876,OUT049,14,1,0,1,2371,1,1280.318926,1,9
929,12.15,2,0.042681522,Meat,184.295,OUT046,16,2,0,1,849,1,1246.692408,1,8
599,15.7,2,0.06595278,Fruits and Vegetables,112.4544,OUT013,26,0,2,1,212,1,1400.923903,0,1
219,11.6,0,0.038736838,Dairy,55.8272,OUT017,6,2,1,1,399,1,1340.311665,0,2
1150,12.85,0,0.098910759,Frozen Foods,37.6164,OUT013,26,0,2,1,1589,1,1280.318926,1,1
18,15,0,0.049178998,Soft Drinks,65.6168,OUT045,11,2,1,1,3004,0,1229.886669,1,7
1248,11,2,0.057011062,Fruits and Vegetables,241.9512,OUT013,26,0,2,1,1480,1,1400.923903,0,1
129,5.88,0,0.003589104,Hard Drinks,155.5998,OUT013,26,0,2,1,590,0,1264.622727,1,1
1552,7.825,1,0.06595278,Household,253.4698,OUT017,6,2,1,1,3096,2,1327.838316,0,2
463,10.03119577,2,0.043690499,Frozen Foods,60.2194,OUT027,28,1,2,3,624,1,1280.318926,1,5
633,10.695,2,0.10154201,Breakfast,173.7712,OUT010,15,1,2,0,634,1,1248.919095,1,0
1438,20.08910944,1,0.025164132,Health and Hygiene,152.6024,OUT027,28,1,2,3,2931,2,1218.181979,1,5
1197,13.6,2,0.119077255,Dairy,231.23,OUT013,26,0,2,1,1079,1,1340.311665,0,1
716,8.06,0,0.021497594,Breakfast,230.3326,OUT017,6,2,1,1,347,1,1248.919095,1,2
1057,10.03119577,0,0.025702129,Canned,262.6226,OUT027,28,1,2,3,3152,1,1332.243074,0,5
1437,7.105,1,0.075000682,Household,61.0562,OUT010,15,1,2,0,1514,2,1327.838316,0,0
1356,18.6,1,0.118419683,Others,58.3588,OUT045,11,2,1,1,469,2,1162.562891,1,7
1102,9.5,2,0.035151215,Fruits and Vegetables,171.8448,OUT046,16,2,0,1,1243,1,1400.923903,0,8
1012,16.85,0,0.044414056,Fruits and Vegetables,182.4266,OUT046,16,2,0,1,860,1,1400.923903,0,8
1261,17.85,0,0.052471995,Snack Foods,123.7072,OUT017,6,2,1,1,1169,1,1373.949767,0,2
1227,13.1,0,0.020853376,Dairy,117.4782,OUT013,26,0,2,1,756,1,1340.311665,0,1
1342,11.3,1,0.047791878,Household,180.766,OUT049,14,1,0,1,2582,2,1327.838316,0,9
300,13.3,0,0.02136022,Baking Goods,120.4124,OUT018,4,1,2,2,656,1,1165.308787,1,3
314,15.2,2,0.103988736,Fruits and Vegetables,177.0054,OUT045,11,2,1,1,1944,1,1400.923903,0,7
1139,20.7,2,0.114581955,Dairy,94.3436,OUT018,4,1,2,2,3438,1,1340.311665,0,3
423,7.405,0,0.02556185,Canned,89.7146,OUT010,15,1,2,0,686,1,1332.243074,0,0
996,6.15,0,0.046459438,Baking Goods,100.5384,OUT018,4,1,2,2,575,1,1165.308787,1,3
516,11.35,2,0.023322478,Dairy,182.5608,OUT046,16,2,0,1,1737,1,1340.311665,0,8
412,19.85,0,0.175962247,Fruits and Vegetables,223.0772,OUT035,9,2,1,1,657,1,1400.923903,0,6
1029,10.03119577,0,0.255929096,Meat,103.3648,OUT019,28,2,0,0,1607,1,1246.692408,1,4
891,8.18,2,0.082333019,Frozen Foods,58.1588,OUT013,26,0,2,1,1811,1,1280.318926,1,1
985,12.15,0,0.021757269,Breads,165.0184,OUT049,14,1,0,1,1735,1,1329.897088,0,9
78,6.03,0,0.0226994,Dairy,176.4028,OUT035,9,2,1,1,2231,0,1340.311665,0,6
448,15.85,2,0.110653377,Frozen Foods,36.9506,OUT017,6,2,1,1,3228,1,1280.318926,1,2
743,18.6,0,0.065771529,Frozen Foods,245.7802,OUT010,15,1,2,0,1168,1,1280.318926,1,0
1457,12,1,0.06595278,Health and Hygiene,262.3278,OUT017,6,2,1,1,485,2,1218.181979,1,2
1337,17.1,1,0.06595278,Household,114.686,OUT018,4,1,2,2,326,2,1327.838316,0,3
991,10.5,2,0.024991056,Fruits and Vegetables,217.9508,OUT046,16,2,0,1,1418,1,1400.923903,0,8
358,17.5,0,0.013658248,Frozen Foods,256.3304,OUT049,14,1,0,1,2959,1,1280.318926,1,9
1230,16.1,0,0.034278413,Fruits and Vegetables,255.2356,OUT013,26,0,2,1,3101,1,1400.923903,0,1
1363,20.1,1,0.06595278,Health and Hygiene,61.3536,OUT010,15,2,2,0,694,2,1218.181979,1,0
1035,10.03119577,0,0.185306514,Breads,125.6046,OUT019,28,2,0,0,2965,1,1329.897088,0,4
149,7.55,2,0.051794958,Fruits and Vegetables,122.6072,OUT010,15,1,2,0,202,1,1400.923903,0,0
581,19.25,2,0.027058066,Meat,194.811,OUT013,26,0,2,1,1370,1,1246.692408,1,1
1120,19.6,2,0.041740902,Frozen Foods,49.2376,OUT018,4,1,2,2,3451,1,1280.318926,1,3
1031,14.85,2,0.035400659,Fruits and Vegetables,161.9578,OUT018,4,1,2,2,389,1,1400.923903,0,3
747,14.65,2,0.099535996,Snack Foods,52.2666,OUT018,4,1,2,2,2946,1,1373.949767,0,3
944,9.3,0,0.175336471,Snack Foods,107.0964,OUT017,6,2,1,1,413,1,1373.949767,0,2
1235,12.07038502,2,0.143319995,Dairy,237.5222,OUT027,28,1,2,3,3163,1,1340.311665,0,5
1401,14.5,1,0.01950565,Others,163.921,OUT049,14,1,0,1,1165,2,1162.562891,1,9
107,8.365,0,0.071846495,Hard Drinks,37.9506,OUT046,16,2,0,1,2809,0,1264.622727,1,8
703,12.85,2,0.06595278,Fruits and Vegetables,252.3382,OUT046,16,2,0,1,2476,1,1400.923903,0,8
705,13.5,2,0.017887238,Snack Foods,79.496,OUT049,14,1,0,1,384,1,1373.949767,0,9
645,7.365,0,0.159967845,Snack Foods,94.712,OUT046,16,2,0,1,277,1,1373.949767,0,8
691,21.1,2,0.020718655,Breakfast,130.4994,OUT046,16,2,0,1,978,1,1248.919095,1,8
1529,15.9666819,1,0.096592065,Health and Hygiene,117.4492,OUT027,28,1,2,3,536,2,1218.181979,1,5
498,9.5,0,0.074460855,Snack Foods,253.6724,OUT049,14,1,0,1,2582,1,1373.949767,0,9
285,12.85,0,0.030789914,Starchy Foods,254.904,OUT017,6,2,1,1,1563,1,1306.324351,0,2
168,14,0,0.030216783,Fruits and Vegetables,216.6192,OUT018,4,1,2,2,1554,1,1400.923903,0,3
1092,18.35,2,0.094279004,Fruits and Vegetables,86.3882,OUT035,9,2,1,1,469,1,1400.923903,0,6
1134,6.12748296,2,0.04022593,Snack Foods,210.9928,OUT019,28,2,0,0,917,1,1373.949767,0,4
809,7.155,2,0.168527463,Breads,33.6874,OUT045,11,2,1,1,22,1,1329.897088,0,7
921,5.82,2,0.077304459,Fruits and Vegetables,257.633,OUT035,9,2,1,1,2408,1,1400.923903,0,6
1462,17.75,1,0.06595278,Others,108.6912,OUT018,4,1,2,2,184,2,1162.562891,1,3
1071,18,2,0.142570104,Fruits and Vegetables,88.2514,OUT013,26,0,2,1,437,1,1400.923903,0,1
339,7.06,2,0.043968652,Starchy Foods,57.6904,OUT049,14,1,0,1,2859,1,1306.324351,0,9
238,15.6,0,0.045076878,Dairy,241.3854,OUT045,11,2,1,1,1477,1,1340.311665,0,7
1527,18.05858931,1,0.030347404,Health and Hygiene,192.5162,OUT027,28,1,2,3,1586,2,1218.181979,1,5
1325,12.3,1,0.052492122,Household,191.053,OUT035,9,2,1,1,1802,2,1327.838316,0,6
776,15,2,0.077999504,Meat,238.0248,OUT035,9,2,1,1,749,1,1246.692408,1,6
1054,18.2,0,0.012597384,Snack Foods,141.218,OUT013,26,0,2,1,1502,1,1373.949767,0,1
1395,20.5,1,0.023179181,Others,154.034,OUT049,14,1,0,1,1169,2,1162.562891,1,9
2,8.27,2,0.128126825,Soft Drinks,183.6924,OUT049,14,1,0,1,271,0,1229.886669,1,9
1077,8.151798319,0,0.097410707,Canned,52.7324,OUT027,28,1,2,3,1198,1,1332.243074,0,5
43,8.93,0,0.028417272,Dairy,154.534,OUT046,16,2,0,1,1274,0,1340.311665,0,8
926,6.215,2,0.049902382,Baking Goods,225.8062,OUT017,6,2,1,1,1638,1,1165.308787,1,2
303,20.25,2,0.014823358,Dairy,190.7162,OUT045,11,2,1,1,142,1,1340.311665,0,7
669,7.895,2,0.061424738,Breakfast,57.7588,OUT018,4,1,2,2,133,1,1248.919095,1,3
337,19.35,2,0.049594299,Fruits and Vegetables,77.0644,OUT013,26,0,2,1,1045,1,1400.923903,0,1
1381,9.695,1,0.113939434,Health and Hygiene,160.2604,OUT046,16,2,0,1,753,2,1218.181979,1,8
1430,20.08910944,1,0.027532258,Household,185.0608,OUT019,28,2,0,0,2753,2,1327.838316,0,4
202,8.21,0,0.045016894,Dairy,87.6198,OUT045,11,2,1,1,122,1,1340.311665,0,7
366,7.3,0,0.086307051,Frozen Foods,146.8076,OUT045,11,2,1,1,303,1,1280.318926,1,7
580,20,2,0.104083376,Canned,107.4622,OUT046,16,2,0,1,1962,1,1332.243074,0,8
699,7.865,0,0.061154604,Breakfast,165.3526,OUT049,14,1,0,1,140,1,1248.919095,1,9
57,8.151798319,0,0.184035253,Dairy,42.2138,OUT019,28,2,0,0,2112,0,1340.311665,0,4
1141,20.35,2,0.024815024,Fruits and Vegetables,234.0958,OUT010,15,1,2,0,2427,1,1400.923903,0,0
1125,16,2,0.106918052,Baking Goods,183.5634,OUT049,14,1,0,1,2449,1,1165.308787,1,9
1525,18,1,0.06595278,Health and Hygiene,158.0604,OUT049,14,1,0,1,1747,2,1218.181979,1,9
501,18.7,0,0.105104552,Frozen Foods,121.7072,OUT018,4,1,2,2,318,1,1280.318926,1,3
657,8.151798319,2,0.087936752,Fruits and Vegetables,115.9466,OUT027,28,1,2,3,2172,1,1400.923903,0,5
19,10.6,0,0.056795923,Dairy,232.8642,OUT046,16,2,0,1,1839,0,1340.311665,0,8
37,5.655,0,0.176070535,Soft Drinks,144.0102,OUT017,6,2,1,1,632,0,1229.886669,1,2
68,8.151798319,0,0.19244045,Dairy,43.9428,OUT019,28,2,0,0,283,0,1340.311665,0,4
1165,10.195,0,0.051871718,Breads,35.3558,OUT018,4,1,2,2,1106,1,1329.897088,0,3
716,8.06,0,0.035780177,Breakfast,230.2326,OUT010,15,1,2,0,3114,1,1248.919095,1,0
1211,16.35,2,0.104463896,Fruits and Vegetables,227.1062,OUT010,15,1,2,0,1021,1,1400.923903,0,0
844,6.46,2,0.049162885,Fruits and Vegetables,146.9102,OUT046,16,2,0,1,748,1,1400.923903,0,8
1340,13.5,1,0.072655379,Household,157.792,OUT035,9,2,1,1,2110,2,1327.838316,0,6
1520,16.2,1,0.050442528,Household,190.8162,OUT045,11,2,1,1,1332,2,1327.838316,0,7
1286,19.1,1,0.177992139,Household,173.1422,OUT018,4,1,2,2,1500,2,1327.838316,0,3
92,18.05858931,0,0.06595278,Hard Drinks,188.1872,OUT027,28,1,2,3,1675,0,1264.622727,1,5
701,5.48,0,0.015131684,Frozen Foods,83.025,OUT049,14,1,0,1,369,1,1280.318926,1,9
195,6.055,0,0.031151714,Fruits and Vegetables,158.7578,OUT049,14,1,0,1,903,1,1400.923903,0,9
1557,9.6,1,0.024456797,Health and Hygiene,186.6214,OUT013,26,0,2,1,1668,2,1218.181979,1,1
89,6.135,0,0.192540665,Soft Drinks,160.2236,OUT010,15,1,2,0,1678,0,1229.886669,1,0
34,8.43,0,0.01732573,Soft Drinks,197.9768,OUT046,16,2,0,1,168,0,1229.886669,1,8
2,8.27,2,0.127821472,Soft Drinks,185.9924,OUT013,26,0,2,1,2767,0,1229.886669,1,1
890,10.195,2,0.012477512,Meat,197.111,OUT049,14,1,0,1,3267,1,1246.692408,1,9
1523,14,1,0.028980533,Health and Hygiene,129.531,OUT018,4,1,2,2,896,2,1218.181979,1,3
131,8.01,0,0.070356805,Hard Drinks,36.8532,OUT049,14,1,0,1,3222,0,1264.622727,1,9
196,16.25,0,0.057396092,Fruits and Vegetables,125.8046,OUT046,16,2,0,1,3206,1,1400.923903,0,8
1065,13.35,0,0.048017962,Breads,219.6166,OUT035,9,2,1,1,1838,1,1329.897088,0,6
293,8.151798319,2,0.071806046,Canned,186.5924,OUT027,28,1,2,3,2631,1,1332.243074,0,5
1061,17.75,0,0.05507343,Fruits and Vegetables,145.1444,OUT046,16,2,0,1,741,1,1400.923903,0,8
461,13.5,0,0.06595278,Baking Goods,88.054,OUT013,26,0,2,1,195,1,1165.308787,1,1
647,11.8,2,0.06595278,Meat,102.4674,OUT010,15,1,2,0,861,1,1246.692408,1,0
61,5.78,0,0.014577695,Soft Drinks,147.2102,OUT049,14,1,0,1,748,0,1229.886669,1,9
767,9,2,0.06595278,Breakfast,55.2614,OUT018,4,1,2,2,2757,1,1248.919095,1,3
192,17.75,2,0.156831826,Dairy,241.0538,OUT046,16,2,0,1,185,1,1340.311665,0,8
585,8.395,0,0.06595278,Snack Foods,98.7042,OUT013,26,0,2,1,3388,1,1373.949767,0,1
524,10.03119577,0,0.057512481,Fruits and Vegetables,62.5536,OUT027,28,1,2,3,510,1,1400.923903,0,5
285,12.85,0,0.06595278,Starchy Foods,253.004,OUT018,4,1,2,2,2009,1,1306.324351,0,3
1077,8.5,0,0.098036903,Canned,51.5324,OUT049,14,1,0,1,3375,1,1332.243074,0,9
168,14,0,0.06595278,Fruits and Vegetables,216.9192,OUT017,6,2,1,1,3026,1,1400.923903,0,2
141,9.3,0,0.042377219,Hard Drinks,123.7388,OUT045,11,2,1,1,525,0,1264.622727,1,7
83,15.85,0,0.107597879,Soft Drinks,58.7904,OUT046,16,2,0,1,2859,0,1229.886669,1,8
998,10.8,0,0.082549896,Dairy,193.7504,OUT046,16,2,0,1,2402,1,1340.311665,0,8
510,7.26,0,0.02414202,Meat,117.415,OUT010,15,1,2,0,2425,1,1246.692408,1,0
948,18.7,0,0.057771828,Dairy,85.3566,OUT018,4,1,2,2,2880,1,1340.311665,0,3
1118,16,0,0.057292529,Dairy,224.3404,OUT018,4,1,2,2,2352,1,1340.311665,0,3
1410,8.895,1,0.124610886,Household,113.1544,OUT013,26,0,2,1,2231,2,1327.838316,0,1
784,11.1,0,0.010663189,Canned,82.3908,OUT045,11,2,1,1,315,1,1332.243074,0,7
139,18.85,0,0.091237452,Hard Drinks,128.9336,OUT018,4,1,2,2,252,0,1264.622727,1,3
110,7.905,0,0.064325351,Hard Drinks,230.2694,OUT018,4,1,2,2,1662,0,1264.622727,1,3
85,14.7,0,0.020920179,Hard Drinks,143.8128,OUT046,16,2,0,1,1554,0,1264.622727,1,8
552,12.6,2,0.041641933,Fruits and Vegetables,121.1072,OUT045,11,1,1,1,3475,1,1400.923903,0,7
257,16,2,0.173462841,Snack Foods,157.6972,OUT018,4,1,2,2,1516,1,1373.949767,0,3
478,13.93290191,0,0.24749009,Dairy,263.1884,OUT019,28,2,0,0,2672,1,1340.311665,0,4
396,10.03119577,2,0.087421738,Frozen Foods,154.463,OUT027,28,1,2,3,1522,1,1280.318926,1,5
562,13.35,0,0.038744606,Snack Foods,239.3564,OUT017,6,2,1,1,1599,1,1373.949767,0,2
1158,20.1,0,0.124910635,Dairy,109.6228,OUT010,15,1,2,0,92,1,1340.311665,0,0
770,8.185,0,0.046673494,Fruits and Vegetables,48.4692,OUT018,4,1,2,2,2879,1,1400.923903,0,3
1538,9.195,1,0.048134591,Household,107.7622,OUT049,14,1,0,1,2671,2,1327.838316,0,9
481,19.1,0,0.038720852,Fruits and Vegetables,210.8586,OUT018,4,1,2,2,2992,1,1400.923903,0,3
451,12.85,0,0.12241394,Snack Foods,42.9428,OUT017,6,2,1,1,3132,1,1373.949767,0,2
1429,11.15,1,0.032321608,Health and Hygiene,165.6526,OUT045,11,2,1,1,291,2,1218.181979,1,7
554,9.8,0,0.026139404,Snack Foods,216.785,OUT045,11,2,1,1,788,1,1373.949767,0,7
137,10.195,0,0.06595278,Hard Drinks,114.086,OUT046,16,2,0,1,682,0,1264.622727,1,8
931,8.151798319,2,0.144338493,Fruits and Vegetables,172.108,OUT027,28,1,2,3,2265,1,1400.923903,0,5
1186,12,0,0.034166609,Canned,181.2976,OUT017,6,2,1,1,2595,1,1332.243074,0,2
902,12.07038502,2,0.27321283,Fruits and Vegetables,240.9538,OUT019,28,2,0,0,2479,1,1400.923903,0,4
519,16.7,2,0.03858813,Snack Foods,144.6102,OUT049,14,1,0,1,1764,1,1373.949767,0,9
719,17.1,0,0.032628111,Frozen Foods,148.7392,OUT046,16,2,0,1,548,1,1280.318926,1,8
602,15.9666819,0,0.133198355,Baking Goods,91.083,OUT019,28,2,0,0,3384,1,1165.308787,1,4
519,16.7,2,0.038528228,Snack Foods,143.9102,OUT046,16,2,0,1,632,1,1373.949767,0,8
281,19.35,0,0.016705436,Frozen Foods,120.8098,OUT017,6,2,1,1,1777,1,1280.318926,1,2
875,19.2,0,0.058893461,Snack Foods,178.9318,OUT010,15,1,2,0,673,1,1373.949767,0,0
401,8.151798319,2,0.050256161,Canned,150.9024,OUT027,28,1,2,3,2508,1,1332.243074,0,5
688,18.25,0,0.054234197,Snack Foods,142.0154,OUT046,16,2,0,1,1038,1,1373.949767,0,8
905,16.75,0,0.12961476,Breads,86.1856,OUT017,6,2,1,1,361,1,1329.897088,0,2
719,17.1,0,0.054612768,Frozen Foods,150.2392,OUT010,15,1,2,0,2896,1,1280.318926,1,0
646,13,2,0.030150193,Canned,61.422,OUT045,11,2,1,1,2713,1,1332.243074,0,7
383,7.17,2,0.059849153,Fruits and Vegetables,129.4968,OUT045,11,2,1,1,1786,1,1400.923903,0,7
884,19.85,2,0.034942397,Snack Foods,61.9194,OUT010,15,1,2,0,211,1,1373.949767,0,0
1353,20.08910944,1,0.060672263,Household,119.8782,OUT019,28,2,0,0,1113,2,1327.838316,0,4
1157,4.615,2,0.102038294,Canned,231.93,OUT045,11,2,1,1,1249,1,1332.243074,0,7
993,7.63,2,0.135258515,Snack Foods,47.2402,OUT018,4,1,2,2,3412,1,1373.949767,0,3
1406,8.39,1,0.120396991,Household,163.4868,OUT013,26,0,2,1,2394,2,1327.838316,0,1
1418,5.175,1,0.030527166,Health and Hygiene,33.5874,OUT017,6,2,1,1,2994,2,1218.181979,1,2
1308,16,1,0.099053537,Household,212.6902,OUT013,26,0,2,1,2999,2,1327.838316,0,1
665,18.05858931,0,0.134564284,Snack Foods,159.8236,OUT019,28,2,0,0,1678,1,1373.949767,0,4
229,18.05858931,0,0.030288215,Dairy,256.7672,OUT027,28,1,2,3,2273,1,1340.311665,0,5
164,8.151798319,2,0.073562475,Dairy,217.6482,OUT027,28,1,2,3,1722,1,1340.311665,0,5
292,9.5,2,0.048883854,Starchy Foods,185.7898,OUT018,4,1,2,2,1283,1,1306.324351,0,3
466,10.895,0,0.035893143,Fruits and Vegetables,131.3284,OUT018,4,1,2,2,292,1,1400.923903,0,3
700,15.9666819,2,0.014998914,Meat,72.4038,OUT019,28,2,0,0,995,1,1246.692408,1,4
1206,17.2,2,0.012012071,Canned,163.1184,OUT046,16,2,0,1,2411,1,1332.243074,0,8
745,19.85,0,0.045855273,Fruits and Vegetables,127.102,OUT018,4,1,2,2,652,1,1400.923903,0,3
52,6.385,0,0.14032811,Hard Drinks,109.1596,OUT010,15,1,2,0,67,0,1264.622727,1,0
101,11.65,0,0.019402371,Hard Drinks,38.7164,OUT049,14,1,0,1,2844,0,1264.622727,1,9
757,12.85,0,0.06595278,Snack Foods,155.463,OUT035,9,2,1,1,2145,1,1373.949767,0,6
1170,17.7,2,0.042716709,Frozen Foods,163.221,OUT017,6,2,1,1,669,1,1280.318926,1,2
1025,9.1,2,0.081794766,Breads,173.6054,OUT049,14,1,0,1,3127,1,1329.897088,0,9
404,15.5,2,0.125942816,Fruits and Vegetables,176.0028,OUT045,11,2,1,1,218,1,1400.923903,0,7
1341,16.35,1,0.06595278,Household,127.902,OUT017,6,2,1,1,953,2,1327.838316,0,2
1044,10.695,2,0.011472001,Snack Foods,75.2038,OUT018,4,1,2,2,2626,1,1373.949767,0,3
952,16.6,0,0.103146658,Fruits and Vegetables,117.2466,OUT049,14,1,0,1,1011,1,1400.923903,0,9
415,20.08910944,2,0.012327847,Starchy Foods,173.8738,OUT019,28,2,0,0,1831,1,1306.324351,0,4
397,13.15,2,0.166032929,Fruits and Vegetables,170.8764,OUT018,4,1,2,2,1009,1,1400.923903,0,3
1160,11.5,2,0.04224015,Frozen Foods,194.982,OUT017,6,2,1,1,1593,1,1280.318926,1,2
1340,13.93290191,1,0.072317217,Household,160.792,OUT027,28,1,2,3,1943,2,1327.838316,0,5
986,6.12748296,2,0.139484292,Baking Goods,94.312,OUT027,28,1,2,3,1212,1,1165.308787,1,5
1069,5.63,2,0.024536636,Meat,106.1306,OUT035,9,2,1,1,908,1,1246.692408,1,6
1017,19.2,2,0.085296625,Canned,153.4314,OUT018,4,1,2,2,723,1,1332.243074,0,3
804,13.93290191,0,0.080649685,Meat,189.9846,OUT027,28,1,2,3,2942,1,1246.692408,1,5
157,6.695,0,0.06595278,Frozen Foods,219.4456,OUT046,16,2,0,1,1597,1,1280.318926,1,8
698,15.75,0,0.054930533,Baking Goods,194.4452,OUT046,16,2,0,1,2602,1,1165.308787,1,8
643,12.5,0,0.031097948,Fruits and Vegetables,103.899,OUT049,14,1,0,1,801,1,1400.923903,0,9
919,21.25,0,0.016735879,Meat,185.2608,OUT010,15,1,2,0,694,1,1246.692408,1,0
1456,15.9666819,1,0.134418705,Household,99.67,OUT027,28,1,2,3,1269,2,1327.838316,0,5
1379,18.85,1,0.168266556,Household,195.5136,OUT018,4,1,2,2,632,2,1327.838316,0,3
1353,20.1,1,0.034646067,Household,120.6782,OUT035,9,2,1,1,285,2,1327.838316,0,6
1453,11.395,1,0.021639678,Health and Hygiene,150.1708,OUT049,14,1,0,1,1344,2,1218.181979,1,9
896,9.3,0,0.11144608,Breads,64.6826,OUT045,11,2,1,1,87,1,1329.897088,0,7
1344,18.05858931,1,0.013956116,Household,222.3746,OUT027,28,1,2,3,2784,2,1327.838316,0,5
1436,12.8,1,0.152377658,Others,108.1938,OUT010,15,1,2,0,2246,2,1162.562891,1,0
1086,6.8,0,0.037465846,Baking Goods,47.5034,OUT013,26,0,2,1,2693,1,1165.308787,1,1
1478,12.07038502,1,0.020876485,Health and Hygiene,133.7942,OUT027,28,1,2,3,614,2,1218.181979,1,5
723,15,2,0.0268952,Baking Goods,220.3456,OUT045,11,2,1,1,825,1,1165.308787,1,7
945,19.85,2,0.081916124,Breads,167.6816,OUT017,6,2,1,1,710,1,1329.897088,0,2
130,7.85,0,0.163233667,Hard Drinks,144.6444,OUT049,14,1,0,1,1180,0,1264.622727,1,9
1212,20.2,2,0.121748174,Snack Foods,96.9752,OUT018,4,1,2,2,616,1,1373.949767,0,3
32,11.85,0,0.132939639,Dairy,98.0726,OUT045,11,2,1,1,644,0,1340.311665,0,7
632,6.135,2,0.079327367,Baking Goods,152.8366,OUT046,16,2,0,1,1458,1,1165.308787,1,8
1123,9,0,0.065194971,Snack Foods,177.737,OUT013,26,0,2,1,931,1,1373.949767,0,1
1202,17.5,0,0.026248606,Snack Foods,255.1356,OUT018,4,1,2,2,2018,1,1373.949767,0,3
382,12.15,0,0.131921819,Frozen Foods,246.346,OUT017,6,2,1,1,3194,1,1280.318926,1,2
396,11,2,0.06595278,Frozen Foods,155.263,OUT049,14,1,0,1,2971,1,1280.318926,1,9
359,17.5,0,0.026865809,Frozen Foods,261.691,OUT035,9,2,1,1,2210,1,1280.318926,1,6
981,8.151798319,2,0.046544984,Fruits and Vegetables,172.0422,OUT027,28,1,2,3,2494,1,1400.923903,0,5
73,20.08910944,0,0.092241348,Dairy,75.867,OUT027,28,1,2,3,1169,0,1340.311665,0,5
771,17.5,0,0.052740763,Snack Foods,103.799,OUT017,6,2,1,1,124,1,1373.949767,0,2
355,18.05858931,0,0.06595278,Snack Foods,119.8124,OUT027,28,1,2,3,562,1,1373.949767,0,5
19,10.6,0,0.056748659,Dairy,233.6642,OUT013,26,0,2,1,2087,0,1340.311665,0,1
536,7.145,0,0.017822936,Frozen Foods,161.3578,OUT045,11,2,1,1,111,1,1280.318926,1,7
868,12.07038502,0,0.017659068,Canned,175.9686,OUT027,28,1,2,3,2864,1,1332.243074,0,5
1252,20.7,2,0.07929647,Baking Goods,97.2042,OUT046,16,2,0,1,583,1,1165.308787,1,8
415,20.08910944,2,0.007006883,Starchy Foods,173.5738,OUT027,28,1,2,3,199,1,1306.324351,0,5
1202,17.5,0,0.026195131,Snack Foods,252.6356,OUT045,11,2,1,1,1232,1,1373.949767,0,7
1170,17.7,2,0.042542484,Frozen Foods,161.921,OUT049,14,1,0,1,933,1,1280.318926,1,9
1204,8.6,2,0.054474158,Breads,131.031,OUT035,9,2,1,1,40,1,1329.897088,0,6
334,9.5,2,0.06595278,Frozen Foods,228.4668,OUT049,14,1,0,1,2069,1,1280.318926,1,9
522,17.7,2,0.122372504,Meat,101.5674,OUT018,4,1,2,2,541,1,1246.692408,1,3
467,12.3,0,0.037148619,Snack Foods,116.8834,OUT017,6,2,1,1,1305,1,1373.949767,0,2
1516,6.26,1,0.052593952,Household,111.0228,OUT010,15,1,2,0,994,2,1327.838316,0,0
1465,17.7,1,0.012593467,Household,167.6474,OUT018,4,1,2,2,2048,2,1327.838316,0,3
