,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Item_Outlet_Sales
11302,FDX03,15.85,Regular,0.061344855,Meat,44.2744,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1246.692408,Low_Sales_Item_Type,415.2389353
11303,FDR11,10.5,Regular,0.238579765,Breads,158.5578,OUT010,15,Medium,Tier 3,Grocery Store,Food,1329.897088,High_Sales_Item_Type,451.2022695
11304,FDA36,5.985,Low Fat,0.005666384,Baking Goods,184.3924,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2834.218339
11305,FDP58,12.07038502,Low Fat,0.134487886,Snack Foods,217.3482,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,5408.248424
11306,FDH31,12,Regular,0.02045255,Meat,97.5042,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1450.753995
11307,FDH34,8.63,Low Fat,0.031089367,Snack Foods,187.1582,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3479.06562
11308,FDS13,6.465,Low Fat,0.124482575,Canned,263.5884,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3800.426168
11309,FDT01,13.65,Regular,0.06595278,Canned,212.7902,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,2921.514542
11310,FDY09,15.6,Low Fat,0.025239329,Snack Foods,176.2054,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2626.753778
11311,FDV33,10.03119577,Regular,0.027211198,Snack Foods,257.5304,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,5884.841911
11312,NCW29,14,Non-Edible,0.048310673,Health and Hygiene,128.431,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1218.181979,Low_Sales_Item_Type,296.3604178
11313,NCN17,11,Non-Edible,0.06595278,Health and Hygiene,100.6358,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1558.454303
11314,FDX01,10.1,Low Fat,0.024164336,Canned,117.715,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1895.471467
11315,FDL03,19.25,Regular,0.06595278,Meat,196.211,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,3692.655755
11316,DRL59,16.75,Low Fat,0.021257124,Hard Drinks,54.5298,OUT049,14,Medium,Tier 1,Supermarket Type1,Drinks,1264.622727,Low_Sales_Item_Type,990.5066919
11317,DRM11,6.12748296,Low Fat,0.065749633,Hard Drinks,261.8278,OUT027,28,Medium,Tier 3,Supermarket Type3,Drinks,1264.622727,Low_Sales_Item_Type,4765.531335
11318,FDA43,10.895,Low Fat,0.064776303,Fruits and Vegetables,196.8794,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3045.033673
11319,FDZ56,16.25,Low Fat,0.043078428,Fruits and Vegetables,169.5474,OUT010,15,High,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,372.638808
11320,FDI44,16.1,Low Fat,0.100641176,Fruits and Vegetables,77.6328,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,1237.631705
11321,FDB50,13,Low Fat,0.153490728,Canned,79.1986,OUT013,26,High,Tier 3,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1416.686765
11322,FDU15,13.93290191,Regular,0.046576823,Meat,34.5532,OUT019,28,Small,Tier 1,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,89.06146266
11323,NCJ19,18.05858931,Non-Edible,0.06595278,Others,56.7588,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1162.562891,Low_Sales_Item_Type,145.6759669
11324,FDD48,10.395,Low Fat,0.030133592,Baking Goods,115.1176,OUT013,26,High,Tier 3,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2147.168914
11325,NCW42,18.2,Non-Edible,0.058457925,Household,221.4456,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3691.796326
11326,FDL24,10.3,Regular,0.025037414,Baking Goods,173.6422,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2856.261333
11327,NCB30,14.6,Non-Edible,0.025681604,Household,197.7084,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2819.553596
11328,FDK25,11.6,Regular,0.156701315,Breakfast,168.9474,OUT013,26,High,Tier 3,Supermarket Type1,Food,1248.919095,Low_Sales_Item_Type,3269.953138
11329,FDW28,18.25,Low Fat,0.088962349,Frozen Foods,195.6452,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,2991.285855
11330,FDD47,7.6,Regular,0.143216309,Starchy Foods,171.4448,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1306.324351,High_Sales_Item_Type,3254.063141
11331,FDK16,8.151798319,Low Fat,0.20192757,Frozen Foods,93.4094,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,276.6130978
11332,FDW37,19.2,Low Fat,0.124050391,Canned,92.4488,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1509.695691
11333,FDA48,12.1,Low Fat,0.114852339,Baking Goods,220.9114,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3735.480037
11334,FDA14,16.1,Low Fat,0.065551931,Dairy,146.476,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2515.334783
11335,FDV15,10.3,Low Fat,0.146050812,Meat,102.0648,OUT013,26,High,Tier 3,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1874.998748
11336,FDN22,18.85,Regular,0.1385204,Snack Foods,252.3724,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3536.926955
11337,NCD55,14,Non-Edible,0.024380523,Household,41.4454,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,602.8864221
11338,FDY43,14.85,Low Fat,0.098320351,Fruits and Vegetables,167.9474,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2951.407224
11339,NCU05,11.8,Non-Edible,0.059068474,Health and Hygiene,79.9618,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1436.293574
11340,FDF10,15.5,Regular,0.156898705,Snack Foods,147.9418,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2581.553466
11341,FDR39,20.35,Low Fat,0.084140646,Meat,184.0292,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1246.692408,Low_Sales_Item_Type,2897.5566
11342,FDG40,13.65,Low Fat,0.039791206,Frozen Foods,33.4558,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,537.4803997
11343,FDZ28,20.08910944,Regular,0.090156718,Frozen Foods,127.1678,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,258.6109804
11344,FDE02,8.71,Low Fat,0.121496273,Canned,94.0778,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1429.927966
11345,FDU60,20,Regular,0.059994175,Baking Goods,168.7132,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3084.674485
11346,FDM21,20.2,Low Fat,0.064310516,Snack Foods,257.3646,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3205.327703
11347,FDV52,20.08910944,Regular,0.212767095,Frozen Foods,116.7466,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,286.4900128
11348,NCW06,16.2,Non-Edible,0.050298544,Household,191.8162,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2829.43709
11349,FDX36,9.695,Regular,0.128258986,Baking Goods,225.3404,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,4101.968057
11350,FDT35,20.08910944,Regular,0.081060928,Breads,169.2816,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1329.897088,High_Sales_Item_Type,4074.80356
11351,NCL19,15.35,Non-Edible,0.06595278,Others,142.747,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1162.562891,Low_Sales_Item_Type,308.7387433
11352,NCD31,12.1,Non-Edible,0.015434464,Household,164.7526,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2862.699344
11353,FDE53,10.03119577,Low Fat,0.047063689,Frozen Foods,107.228,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,272.1064675
11354,FDW58,20.08910944,Low Fat,0.013224491,Snack Foods,106.4622,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,243.0304393
11355,DRF48,5.73,Low Fat,0.06595278,Soft Drinks,187.3898,OUT046,16,Small,Tier 1,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,3431.380879
11356,FDW57,8.31,Regular,0.115655502,Snack Foods,176.0028,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2770.691827
11357,DRH13,8.575,Low Fat,0.024021065,Soft Drinks,106.728,OUT017,6,Small,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,1661.713892
11358,FDT33,7.81,Regular,0.033962371,Snack Foods,167.8158,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2305.999259
11359,DRK47,8.151798319,Low Fat,0.063754145,Hard Drinks,226.4694,OUT027,28,Medium,Tier 3,Supermarket Type3,Drinks,1264.622727,Low_Sales_Item_Type,4781.39214
11360,FDY22,16.5,Regular,0.267339659,Snack Foods,143.5128,OUT010,15,Medium,Tier 3,Grocery Store,Food,1373.949767,High_Sales_Item_Type,332.0415286
11361,FDC35,8.151798319,Low Fat,0.215072945,Starchy Foods,208.5638,OUT019,28,Small,Tier 1,Grocery Store,Food,1306.324351,High_Sales_Item_Type,519.4384741
11362,FDO03,10.395,Regular,0.06595278,Meat,228.0352,OUT013,26,High,Tier 3,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,4130.069448
11363,FDF24,15.5,Regular,0.02542192,Baking Goods,81.3934,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1296.61063
11364,FDF56,16.7,Regular,0.119948864,Fruits and Vegetables,180.4976,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,2874.706417
11365,FDD28,10.695,Low Fat,0.053252515,Frozen Foods,57.2904,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,703.272756
11366,FDG53,10.03119577,Low Fat,0.04563487,Frozen Foods,141.718,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,3603.918871
11367,FDO27,6.12748296,Regular,0.313541543,Meat,97.6752,OUT019,28,Small,Tier 1,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,307.6214632
11368,NCF54,18,Non-Edible,0.047570047,Household,171.6422,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,2558.763651
11369,FDC20,10.03119577,Low Fat,0.023855381,Fruits and Vegetables,54.8272,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1400.923903,High_Sales_Item_Type,1690.92202
11370,FDU10,10.1,Regular,0.045692023,Snack Foods,38.3848,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,703.3317513
11371,DRA24,19.35,Regular,0.040090887,Soft Drinks,163.6868,OUT018,4,Medium,Tier 3,Supermarket Type2,Drinks,1229.886669,Low_Sales_Item_Type,2663.463307
11372,FDA02,14,Regular,0.049749638,Dairy,144.8786,OUT010,15,Medium,Tier 3,Grocery Store,Food,1340.311665,High_Sales_Item_Type,317.4318029
11373,FDG10,6.63,Regular,0.011001175,Snack Foods,57.0588,OUT017,6,High,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,809.5112988
11374,FDW39,6.69,Regular,0.06595278,Meat,178.237,OUT010,15,Medium,Tier 3,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,445.1009941
11375,FDP04,15.9666819,Low Fat,0.02418438,Frozen Foods,64.2168,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,169.4415099
11376,NCM55,15.6,Non-Edible,0.066670606,Others,185.2924,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,2808.326344
11377,FDG47,12.8,Low Fat,0.069760029,Starchy Foods,260.5252,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1306.324351,High_Sales_Item_Type,4745.093108
11378,NCU41,18.85,Non-Edible,0.052349262,Health and Hygiene,192.0846,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2858.56142
11379,NCK31,10.895,Non-Edible,0.027200767,Others,51.6666,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,784.1338265
11380,FDZ46,7.485,Low Fat,0.069263905,Snack Foods,109.6228,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1482.958499
11381,FDU13,8.151798319,Low Fat,0.186650368,Canned,149.1418,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1332.243074,High_Sales_Item_Type,3492.970038
11382,NCF19,13,Non-Edible,0.035179934,Household,49.8034,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,731.8433853
11383,NCJ43,6.635,Non-Edible,0.027046875,Household,172.5396,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3006.619957
11384,NCJ05,18.7,Non-Edible,0.046181741,Health and Hygiene,153.6682,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2604.691781
11385,FDS04,10.03119577,Regular,0.145952717,Frozen Foods,138.8838,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,3569.87558
11386,FDX28,6.325,Low Fat,0.06595278,Frozen Foods,100.4042,OUT010,15,Medium,Tier 3,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,216.0617381
11387,FDB41,18.05858931,Regular,0.096841885,Frozen Foods,46.1718,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,1294.290941
11388,FDG53,10,Low Fat,0.045856934,Frozen Foods,141.818,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1936.763339
11389,FDL15,17.85,Low Fat,0.078057026,Meat,152.8682,OUT010,15,Medium,Tier 3,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,295.7700855
11390,FDQ08,15.7,Regular,0.018959784,Fruits and Vegetables,61.0536,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,992.853316
11391,DRN36,15.2,Low Fat,0.050136086,Soft Drinks,97.0752,OUT013,26,High,Tier 3,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,1543.295827
11392,FDI46,9.5,Low Fat,0.0742834,Snack Foods,252.8724,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,4984.65533
11393,FDG16,15.9666819,Low Fat,0.089381866,Frozen Foods,214.2192,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,5699.205951
11394,FDV32,7.785,Low Fat,0.088634567,Fruits and Vegetables,62.651,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1124.472645
11395,FDF44,7.17,Regular,0.099972466,Fruits and Vegetables,132.4968,OUT010,15,Medium,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,199.0074711
11396,FDK04,7.36,Low Fat,0.052525131,Frozen Foods,56.4588,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1280.318926,Low_Sales_Item_Type,722.1178899
11397,NCA41,16.75,Non-Edible,0.032559591,Health and Hygiene,193.3162,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2503.935426
11398,FDD51,11.15,Low Fat,0.120631213,Dairy,43.9744,OUT017,6,Medium,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,609.4393564
11399,NCZ53,9.6,Non-Edible,0.024526806,Health and Hygiene,188.5214,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2888.269705
11400,FDP01,20.08910944,Regular,0.063019289,Breakfast,151.7682,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1248.919095,Low_Sales_Item_Type,4453.526342
11401,FDY25,12,Low Fat,0.06595278,Canned,181.3976,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3370.718733
11402,FDB17,13.15,Low Fat,0.036821494,Frozen Foods,179.8976,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1280.318926,Low_Sales_Item_Type,2623.532757
11403,NCV54,11.1,Non-Edible,0.033243813,Household,119.3124,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,1651.957775
11404,FDJ32,10.695,Low Fat,0.05811924,Fruits and Vegetables,63.0536,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1036.173651
11405,FDA37,7.81,Regular,0.055312618,Canned,124.7046,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1908.974528
11406,FDG35,21.2,Regular,0.007039648,Starchy Foods,172.4738,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1306.324351,High_Sales_Item_Type,3217.373604
11407,NCM05,6.825,Non-Edible,0.060090767,Health and Hygiene,266.3226,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1218.181979,Low_Sales_Item_Type,4142.109764
11408,FDG45,8.1,Low Fat,0.06595278,Fruits and Vegetables,212.9902,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3890.550002
11409,FDH28,15.85,Regular,0.109939432,Frozen Foods,39.2506,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,505.8040089
11410,NCE18,10,Non-Edible,0.06595278,Household,248.675,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,4004.580876
11411,FDH38,6.425,Low Fat,0.010459399,Canned,117.6808,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1818.318105
11412,FDR56,15.5,Regular,0.100681984,Fruits and Vegetables,198.3768,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3026.425111
11413,FDH17,15.9666819,Regular,0.016572696,Frozen Foods,96.2726,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,2351.037658
11414,FDD39,16.7,Low Fat,0.070263971,Dairy,218.385,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,3255.277253
11415,FDB41,19,Regular,0.097464425,Frozen Foods,47.7718,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,881.3501665
11416,NCR53,12.15,Non-Edible,0.14504086,Health and Hygiene,224.4404,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,3411.995712
11417,FDX46,12.3,Regular,0.05844549,Snack Foods,57.8562,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,784.3684321
11418,FDV28,16.1,Regular,0.06595278,Frozen Foods,35.6558,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,589.0475069
11419,FDA08,11.85,Regular,0.050289178,Fruits and Vegetables,165.4526,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,2459.932316
11420,FDH45,15.1,Regular,0.106264528,Fruits and Vegetables,42.3796,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,678.3177345
11421,NCS38,8.6,Non-Edible,0.150961966,Household,114.1176,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,257.9704379
11422,FDD40,20.25,Regular,0.024761046,Dairy,193.5162,OUT010,15,Medium,Tier 3,Grocery Store,Food,1340.311665,High_Sales_Item_Type,534.5682534
11423,DRM59,5.88,Low Fat,0.003591414,Hard Drinks,153.3998,OUT035,9,Small,Tier 2,Supermarket Type1,Drinks,1264.622727,Low_Sales_Item_Type,2587.69869
11424,NCJ43,6.635,Non-Edible,0.06595278,Household,175.2396,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,2537.516811
11425,NCN29,15.2,Non-Edible,0.06595278,Health and Hygiene,50.1034,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,654.6853008
11426,NCC19,6.57,Non-Edible,0.097077051,Household,191.682,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3318.128252
11427,FDR56,15.5,Regular,0.100746785,Fruits and Vegetables,196.7768,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3149.811006
11428,FDZ43,11,Regular,0.057147256,Fruits and Vegetables,242.2512,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3931.965843
11429,FDJ32,10.695,Low Fat,0.096732533,Fruits and Vegetables,62.4536,OUT010,15,Medium,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,149.104315
11430,DRH03,17.25,Low Fat,0.035262656,Dairy,92.412,OUT017,6,Small,Tier 2,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,1111.306723
11431,NCZ54,14.65,Non-Edible,0.083343628,Household,163.6552,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3487.825325
11432,FDE26,9.3,Low Fat,0.089509222,Canned,145.7786,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2535.269939
11433,FDS03,7.825,Low Fat,0.079790099,Meat,63.7826,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1183.203598
11434,DRZ24,8.151798319,Low Fat,0.143199389,Soft Drinks,120.144,OUT019,28,Small,Tier 1,Grocery Store,Drinks,1229.886669,Low_Sales_Item_Type,291.7202842
11435,FDO48,15.9666819,Regular,0.026710788,Baking Goods,220.4456,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1165.308787,Low_Sales_Item_Type,5408.419122
11436,FDW39,6.69,Regular,0.036967784,Meat,175.037,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2798.111649
11437,NCK05,20.1,Non-Edible,0.06595278,Health and Hygiene,62.6536,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1123.683432
11438,NCK30,14.85,Non-Edible,0.061323488,Household,254.4698,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,4037.600333
11439,FDT27,11.395,Regular,0.06987064,Meat,234.9616,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1246.692408,Low_Sales_Item_Type,4061.261401
11440,FDS08,6.12748296,Low Fat,0.099731744,Fruits and Vegetables,177.937,OUT019,28,Small,Tier 1,Grocery Store,Food,1400.923903,High_Sales_Item_Type,446.1766514
11441,NCJ19,18.6,Non-Edible,0.118363749,Others,56.1588,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,1071.782074
11442,FDC58,10.195,Low Fat,0.06595278,Snack Foods,43.0428,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,604.0254355
11443,DRE37,13.5,Low Fat,0.094141186,Soft Drinks,188.1872,OUT013,26,High,Tier 3,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,3408.266634
11444,FDW02,4.805,Regular,0.037692295,Dairy,127.0704,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2376.971467
11445,FDJ02,17.2,Regular,0.042124032,Canned,148.7418,OUT010,15,Medium,Tier 3,Grocery Store,Food,1332.243074,High_Sales_Item_Type,327.6694614
11446,FDX09,9,Low Fat,0.065381597,Snack Foods,177.137,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2645.107228
11447,FDT31,19.75,Low Fat,0.020835893,Fruits and Vegetables,187.9872,OUT010,15,Medium,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,465.8492476
11448,FDI24,10.3,Low Fat,0.07886623,Baking Goods,177.937,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3419.369472
11449,FDY09,15.6,Low Fat,0.06595278,Snack Foods,176.0054,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2882.241238
11450,FDV28,16.1,Regular,0.160052329,Frozen Foods,35.3558,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,541.1025466
11451,DRM47,9.3,Low Fat,0.043853769,Hard Drinks,191.9846,OUT049,14,Medium,Tier 1,Supermarket Type1,Drinks,1264.622727,Low_Sales_Item_Type,3830.170908
11452,FDT52,10.03119577,Regular,0.083043068,Frozen Foods,246.5144,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,632.4834416
11453,FDI48,11.85,Regular,0.055945372,Baking Goods,53.2666,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1165.308787,Low_Sales_Item_Type,682.9665738
11454,FDY55,16.75,Low Fat,0.081780186,Fruits and Vegetables,256.6988,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,5509.933128
11455,FDU48,18.85,Low Fat,0.055312384,Baking Goods,131.4284,OUT013,26,High,Tier 3,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1968.337311
11456,FDN25,7.895,Regular,0.061299601,Breakfast,55.4588,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1248.919095,Low_Sales_Item_Type,605.7689738
