,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Outlet
3980,141,9.3,0,0.042377219,Hard Drinks,123.7388,OUT045,11,2,1,1,525,0,1264.622727,1,7
3981,83,15.85,0,0.10759787900000001,Soft Drinks,58.7904,OUT046,16,2,0,1,2859,0,1229.886669,1,8
3982,998,10.8,0,0.082549896,Dairy,193.7504,OUT046,16,2,0,1,2402,1,1340.311665,0,8
3983,510,7.26,0,0.02414202,Meat,117.415,OUT010,15,1,2,0,2425,1,1246.6924080000001,1,0
3984,948,18.7,0,0.057771828,Dairy,85.3566,OUT018,4,1,2,2,2880,1,1340.311665,0,3
3985,1118,16.0,0,0.057292529,Dairy,224.3404,OUT018,4,1,2,2,2352,1,1340.311665,0,3
3986,1410,8.895,1,0.12461088599999999,Household,113.1544,OUT013,26,0,2,1,2231,2,1327.838316,0,1
3987,784,11.1,0,0.010663188999999998,Canned,82.3908,OUT045,11,2,1,1,315,1,1332.243074,0,7
3988,139,18.85,0,0.091237452,Hard Drinks,128.9336,OUT018,4,1,2,2,252,0,1264.622727,1,3
3989,110,7.905,0,0.064325351,Hard Drinks,230.2694,OUT018,4,1,2,2,1662,0,1264.622727,1,3
3990,85,14.7,0,0.020920179,Hard Drinks,143.8128,OUT046,16,2,0,1,1554,0,1264.622727,1,8
3991,552,12.6,2,0.041641933,Fruits and Vegetables,121.1072,OUT045,11,1,1,1,3475,1,1400.9239029999999,0,7
3992,257,16.0,2,0.173462841,Snack Foods,157.6972,OUT018,4,1,2,2,1516,1,1373.949767,0,3
3993,478,13.93290191,0,0.24749009,Dairy,263.1884,OUT019,28,2,0,0,2672,1,1340.311665,0,4
3994,396,10.03119577,2,0.08742173800000001,Frozen Foods,154.463,OUT027,28,1,2,3,1522,1,1280.318926,1,5
3995,562,13.35,0,0.038744606,Snack Foods,239.3564,OUT017,6,2,1,1,1599,1,1373.949767,0,2
3996,1158,20.1,0,0.124910635,Dairy,109.6228,OUT010,15,1,2,0,92,1,1340.311665,0,0
3997,770,8.185,0,0.046673494,Fruits and Vegetables,48.4692,OUT018,4,1,2,2,2879,1,1400.9239029999999,0,3
3998,1538,9.195,1,0.048134591,Household,107.7622,OUT049,14,1,0,1,2671,2,1327.838316,0,9
3999,481,19.1,0,0.038720852,Fruits and Vegetables,210.8586,OUT018,4,1,2,2,2992,1,1400.9239029999999,0,3
4000,451,12.85,0,0.12241394,Snack Foods,42.9428,OUT017,6,2,1,1,3132,1,1373.949767,0,2
4001,1429,11.15,1,0.032321607999999995,Health and Hygiene,165.6526,OUT045,11,2,1,1,291,2,1218.181979,1,7
4002,554,9.8,0,0.026139403999999998,Snack Foods,216.785,OUT045,11,2,1,1,788,1,1373.949767,0,7
4003,137,10.195,0,0.06595278,Hard Drinks,114.086,OUT046,16,2,0,1,682,0,1264.622727,1,8
4004,931,8.151798319,2,0.144338493,Fruits and Vegetables,172.108,OUT027,28,1,2,3,2265,1,1400.9239029999999,0,5
4005,1186,12.0,0,0.034166609,Canned,181.2976,OUT017,6,2,1,1,2595,1,1332.243074,0,2
4006,902,12.07038502,2,0.27321283,Fruits and Vegetables,240.9538,OUT019,28,2,0,0,2479,1,1400.9239029999999,0,4
4007,519,16.7,2,0.03858813,Snack Foods,144.6102,OUT049,14,1,0,1,1764,1,1373.949767,0,9
4008,719,17.1,0,0.032628111,Frozen Foods,148.7392,OUT046,16,2,0,1,548,1,1280.318926,1,8
4009,602,15.966681900000001,0,0.133198355,Baking Goods,91.083,OUT019,28,2,0,0,3384,1,1165.308787,1,4
4010,519,16.7,2,0.038528228,Snack Foods,143.9102,OUT046,16,2,0,1,632,1,1373.949767,0,8
4011,281,19.35,0,0.016705436,Frozen Foods,120.8098,OUT017,6,2,1,1,1777,1,1280.318926,1,2
4012,875,19.2,0,0.058893460999999994,Snack Foods,178.9318,OUT010,15,1,2,0,673,1,1373.949767,0,0
4013,401,8.151798319,2,0.050256160999999994,Canned,150.9024,OUT027,28,1,2,3,2508,1,1332.243074,0,5
4014,688,18.25,0,0.054234197000000005,Snack Foods,142.0154,OUT046,16,2,0,1,1038,1,1373.949767,0,8
4015,905,16.75,0,0.12961476,Breads,86.1856,OUT017,6,2,1,1,361,1,1329.8970880000002,0,2
4016,719,17.1,0,0.054612768,Frozen Foods,150.2392,OUT010,15,1,2,0,2896,1,1280.318926,1,0
4017,646,13.0,2,0.030150193,Canned,61.422,OUT045,11,2,1,1,2713,1,1332.243074,0,7
4018,383,7.17,2,0.059849152999999995,Fruits and Vegetables,129.4968,OUT045,11,2,1,1,1786,1,1400.9239029999999,0,7
4019,884,19.85,2,0.034942397,Snack Foods,61.9194,OUT010,15,1,2,0,211,1,1373.949767,0,0
4020,1353,20.08910944,1,0.060672263,Household,119.8782,OUT019,28,2,0,0,1113,2,1327.838316,0,4
4021,1157,4.615,2,0.102038294,Canned,231.93,OUT045,11,2,1,1,1249,1,1332.243074,0,7
4022,993,7.63,2,0.135258515,Snack Foods,47.2402,OUT018,4,1,2,2,3412,1,1373.949767,0,3
4023,1406,8.39,1,0.120396991,Household,163.4868,OUT013,26,0,2,1,2394,2,1327.838316,0,1
4024,1418,5.175,1,0.030527166,Health and Hygiene,33.5874,OUT017,6,2,1,1,2994,2,1218.181979,1,2
4025,1308,16.0,1,0.099053537,Household,212.6902,OUT013,26,0,2,1,2999,2,1327.838316,0,1
4026,665,18.05858931,0,0.134564284,Snack Foods,159.8236,OUT019,28,2,0,0,1678,1,1373.949767,0,4
4027,229,18.05858931,0,0.030288215,Dairy,256.7672,OUT027,28,1,2,3,2273,1,1340.311665,0,5
4028,164,8.151798319,2,0.073562475,Dairy,217.6482,OUT027,28,1,2,3,1722,1,1340.311665,0,5
4029,292,9.5,2,0.048883854000000004,Starchy Foods,185.7898,OUT018,4,1,2,2,1283,1,1306.324351,0,3
4030,466,10.895,0,0.035893142999999995,Fruits and Vegetables,131.3284,OUT018,4,1,2,2,292,1,1400.9239029999999,0,3
4031,700,15.966681900000001,2,0.014998913999999999,Meat,72.4038,OUT019,28,2,0,0,995,1,1246.6924080000001,1,4
4032,1206,17.2,2,0.012012071000000001,Canned,163.1184,OUT046,16,2,0,1,2411,1,1332.243074,0,8
4033,745,19.85,0,0.045855272999999995,Fruits and Vegetables,127.102,OUT018,4,1,2,2,652,1,1400.9239029999999,0,3
4034,52,6.385,0,0.14032811,Hard Drinks,109.1596,OUT010,15,1,2,0,67,0,1264.622727,1,0
4035,101,11.65,0,0.019402371,Hard Drinks,38.7164,OUT049,14,1,0,1,2844,0,1264.622727,1,9
4036,757,12.85,0,0.06595278,Snack Foods,155.463,OUT035,9,2,1,1,2145,1,1373.949767,0,6
4037,1170,17.7,2,0.042716709000000005,Frozen Foods,163.221,OUT017,6,2,1,1,669,1,1280.318926,1,2
4038,1025,9.1,2,0.08179476599999999,Breads,173.6054,OUT049,14,1,0,1,3127,1,1329.8970880000002,0,9
4039,404,15.5,2,0.12594281599999999,Fruits and Vegetables,176.0028,OUT045,11,2,1,1,218,1,1400.9239029999999,0,7
4040,1341,16.35,1,0.06595278,Household,127.902,OUT017,6,2,1,1,953,2,1327.838316,0,2
4041,1044,10.695,2,0.011472001,Snack Foods,75.2038,OUT018,4,1,2,2,2626,1,1373.949767,0,3
4042,952,16.6,0,0.103146658,Fruits and Vegetables,117.2466,OUT049,14,1,0,1,1011,1,1400.9239029999999,0,9
4043,415,20.08910944,2,0.012327847,Starchy Foods,173.8738,OUT019,28,2,0,0,1831,1,1306.324351,0,4
4044,397,13.15,2,0.166032929,Fruits and Vegetables,170.8764,OUT018,4,1,2,2,1009,1,1400.9239029999999,0,3
4045,1160,11.5,2,0.04224015,Frozen Foods,194.982,OUT017,6,2,1,1,1593,1,1280.318926,1,2
4046,1340,13.93290191,1,0.072317217,Household,160.792,OUT027,28,1,2,3,1943,2,1327.838316,0,5
4047,986,6.12748296,2,0.13948429199999998,Baking Goods,94.31200000000001,OUT027,28,1,2,3,1212,1,1165.308787,1,5
4048,1069,5.63,2,0.024536636,Meat,106.1306,OUT035,9,2,1,1,908,1,1246.6924080000001,1,6
4049,1017,19.2,2,0.085296625,Canned,153.4314,OUT018,4,1,2,2,723,1,1332.243074,0,3
4050,804,13.93290191,0,0.080649685,Meat,189.9846,OUT027,28,1,2,3,2942,1,1246.6924080000001,1,5
4051,157,6.695,0,0.06595278,Frozen Foods,219.4456,OUT046,16,2,0,1,1597,1,1280.318926,1,8
4052,698,15.75,0,0.054930533,Baking Goods,194.4452,OUT046,16,2,0,1,2602,1,1165.308787,1,8
4053,643,12.5,0,0.031097947999999997,Fruits and Vegetables,103.899,OUT049,14,1,0,1,801,1,1400.9239029999999,0,9
4054,919,21.25,0,0.016735879,Meat,185.2608,OUT010,15,1,2,0,694,1,1246.6924080000001,1,0
4055,1456,15.966681900000001,1,0.134418705,Household,99.67,OUT027,28,1,2,3,1269,2,1327.838316,0,5
4056,1379,18.85,1,0.168266556,Household,195.5136,OUT018,4,1,2,2,632,2,1327.838316,0,3
4057,1353,20.1,1,0.034646067,Household,120.6782,OUT035,9,2,1,1,285,2,1327.838316,0,6
4058,1453,11.395,1,0.021639678,Health and Hygiene,150.1708,OUT049,14,1,0,1,1344,2,1218.181979,1,9
4059,896,9.3,0,0.11144608,Breads,64.6826,OUT045,11,2,1,1,87,1,1329.8970880000002,0,7
4060,1344,18.05858931,1,0.013956116000000001,Household,222.3746,OUT027,28,1,2,3,2784,2,1327.838316,0,5
4061,1436,12.8,1,0.152377658,Others,108.1938,OUT010,15,1,2,0,2246,2,1162.562891,1,0
4062,1086,6.8,0,0.037465846000000004,Baking Goods,47.5034,OUT013,26,0,2,1,2693,1,1165.308787,1,1
4063,1478,12.07038502,1,0.020876485,Health and Hygiene,133.7942,OUT027,28,1,2,3,614,2,1218.181979,1,5
4064,723,15.0,2,0.0268952,Baking Goods,220.3456,OUT045,11,2,1,1,825,1,1165.308787,1,7
4065,945,19.85,2,0.081916124,Breads,167.6816,OUT017,6,2,1,1,710,1,1329.8970880000002,0,2
4066,130,7.85,0,0.163233667,Hard Drinks,144.6444,OUT049,14,1,0,1,1180,0,1264.622727,1,9
4067,1212,20.2,2,0.121748174,Snack Foods,96.9752,OUT018,4,1,2,2,616,1,1373.949767,0,3
4068,32,11.85,0,0.132939639,Dairy,98.0726,OUT045,11,2,1,1,644,0,1340.311665,0,7
4069,632,6.135,2,0.079327367,Baking Goods,152.8366,OUT046,16,2,0,1,1458,1,1165.308787,1,8
4070,1123,9.0,0,0.06519497099999999,Snack Foods,177.737,OUT013,26,0,2,1,931,1,1373.949767,0,1
4071,1202,17.5,0,0.026248606,Snack Foods,255.1356,OUT018,4,1,2,2,2018,1,1373.949767,0,3
4072,382,12.15,0,0.131921819,Frozen Foods,246.34599999999998,OUT017,6,2,1,1,3194,1,1280.318926,1,2
4073,396,11.0,2,0.06595278,Frozen Foods,155.263,OUT049,14,1,0,1,2971,1,1280.318926,1,9
4074,359,17.5,0,0.026865808999999997,Frozen Foods,261.691,OUT035,9,2,1,1,2210,1,1280.318926,1,6
4075,981,8.151798319,2,0.046544984000000005,Fruits and Vegetables,172.0422,OUT027,28,1,2,3,2494,1,1400.9239029999999,0,5
4076,73,20.08910944,0,0.092241348,Dairy,75.867,OUT027,28,1,2,3,1169,0,1340.311665,0,5
4077,771,17.5,0,0.052740762999999996,Snack Foods,103.79899999999999,OUT017,6,2,1,1,124,1,1373.949767,0,2
4078,355,18.05858931,0,0.06595278,Snack Foods,119.8124,OUT027,28,1,2,3,562,1,1373.949767,0,5
4079,19,10.6,0,0.05674865900000001,Dairy,233.6642,OUT013,26,0,2,1,2087,0,1340.311665,0,1
4080,536,7.145,0,0.017822936,Frozen Foods,161.3578,OUT045,11,2,1,1,111,1,1280.318926,1,7
4081,868,12.07038502,0,0.017659068,Canned,175.9686,OUT027,28,1,2,3,2864,1,1332.243074,0,5
4082,1252,20.7,2,0.07929647,Baking Goods,97.2042,OUT046,16,2,0,1,583,1,1165.308787,1,8
4083,415,20.08910944,2,0.007006883,Starchy Foods,173.5738,OUT027,28,1,2,3,199,1,1306.324351,0,5
4084,1202,17.5,0,0.026195131,Snack Foods,252.6356,OUT045,11,2,1,1,1232,1,1373.949767,0,7
4085,1170,17.7,2,0.042542484000000005,Frozen Foods,161.921,OUT049,14,1,0,1,933,1,1280.318926,1,9
4086,1204,8.6,2,0.054474157999999995,Breads,131.031,OUT035,9,2,1,1,40,1,1329.8970880000002,0,6
4087,334,9.5,2,0.06595278,Frozen Foods,228.4668,OUT049,14,1,0,1,2069,1,1280.318926,1,9
4088,522,17.7,2,0.12237250400000001,Meat,101.5674,OUT018,4,1,2,2,541,1,1246.6924080000001,1,3
4089,467,12.3,0,0.037148619,Snack Foods,116.8834,OUT017,6,2,1,1,1305,1,1373.949767,0,2
4090,1516,6.26,1,0.052593952,Household,111.0228,OUT010,15,1,2,0,994,2,1327.838316,0,0
4091,1465,17.7,1,0.012593466999999999,Household,167.6474,OUT018,4,1,2,2,2048,2,1327.838316,0,3
4092,607,18.25,0,0.012325121999999999,Fruits and Vegetables,162.8894,OUT018,4,1,2,2,3024,1,1400.9239029999999,0,3
4093,1207,5.8,0,0.131489269,Dairy,89.7172,OUT018,4,1,2,2,520,1,1340.311665,0,3
4094,866,14.5,2,0.064224789,Breads,262.7594,OUT017,6,2,1,1,3135,1,1329.8970880000002,0,2
4095,453,18.25,0,0.060589424,Starchy Foods,162.5526,OUT017,6,2,1,1,3481,1,1306.324351,0,2
4096,1122,12.85,0,0.022649892999999997,Fruits and Vegetables,179.3318,OUT045,11,1,1,1,239,1,1400.9239029999999,0,7
4097,591,17.1,0,0.128390273,Fruits and Vegetables,111.9886,OUT035,9,2,1,1,391,1,1400.9239029999999,0,6
4098,209,7.575,0,0.055476238,Dairy,196.8768,OUT049,14,1,0,1,168,1,1340.311665,0,9
4099,188,9.21,0,0.008757492,Fruits and Vegetables,120.8414,OUT013,26,0,2,1,892,1,1400.9239029999999,0,1
4100,1049,11.3,0,0.007273831,Meat,196.6426,OUT013,26,0,2,1,2618,1,1246.6924080000001,1,1
4101,998,10.03119577,0,0.144534212,Dairy,190.6504,OUT019,28,2,0,0,2827,1,1340.311665,0,4
4102,961,13.6,2,0.043743689,Fruits and Vegetables,157.7946,OUT045,11,2,1,1,95,1,1400.9239029999999,0,7
4103,887,20.85,2,0.062477955,Baking Goods,87.2514,OUT018,4,1,2,2,437,1,1165.308787,1,3
4104,880,9.195,2,0.078060601,Meat,106.3596,OUT046,16,2,0,1,1485,1,1246.6924080000001,1,8
4105,359,18.05858931,0,0.026740767000000002,Frozen Foods,261.291,OUT027,28,1,2,3,2758,1,1280.318926,1,5
4106,140,15.75,0,0.140821917,Hard Drinks,252.9382,OUT049,14,1,0,1,1387,0,1264.622727,1,9
4107,163,16.5,2,0.068403271,Canned,101.999,OUT018,4,1,2,2,2955,1,1332.243074,0,3
4108,158,8.151798319,0,0.06595278,Fruits and Vegetables,126.6994,OUT019,28,2,0,0,1247,1,1400.9239029999999,0,4
4109,1395,20.5,1,0.02312394,Others,154.634,OUT013,26,0,2,1,1058,2,1162.562891,1,1
4110,904,17.6,2,0.047449835,Snack Foods,118.1782,OUT018,4,1,2,2,1287,1,1373.949767,0,3
4111,68,8.775,0,0.11035900400000001,Dairy,42.7428,OUT018,4,1,2,2,3276,0,1340.311665,0,3
4112,1466,10.1,1,0.054620504,Health and Hygiene,197.5084,OUT035,9,2,1,1,1523,2,1218.181979,1,6
4113,1541,18.2,1,0.06595278,Health and Hygiene,44.1086,OUT045,11,2,1,1,107,2,1218.181979,1,7
4114,1216,8.975,2,0.009051307,Canned,103.09899999999999,OUT013,26,0,2,1,1595,1,1332.243074,0,1
4115,754,20.08910944,2,0.160722863,Fruits and Vegetables,65.7168,OUT027,28,1,2,3,1010,1,1400.9239029999999,0,5
4116,354,9.6,0,0.03625493,Fruits and Vegetables,141.0154,OUT013,26,0,2,1,1333,1,1400.9239029999999,0,1
4117,1249,8.185,0,0.064824502,Fruits and Vegetables,116.0808,OUT010,15,1,2,0,1086,1,1400.9239029999999,0,0
4118,1449,14.75,1,0.033024328,Health and Hygiene,236.6906,OUT018,4,1,2,2,1594,2,1218.181979,1,3
4119,1265,20.5,1,0.143574191,Household,37.219,OUT045,11,2,1,1,2463,2,1327.838316,0,7
4120,747,14.65,2,0.09933321699999999,Snack Foods,51.3666,OUT045,11,2,1,1,72,1,1373.949767,0,7
4121,1097,19.2,0,0.12475207,Canned,90.9488,OUT017,6,2,1,1,2991,1,1332.243074,0,2
4122,1483,5.945,1,0.093170838,Household,127.3652,OUT049,14,1,0,1,473,2,1327.838316,0,9
4123,220,17.5,2,0.007538459,Dairy,144.2102,OUT035,9,2,1,1,2151,1,1340.311665,0,6
4124,270,10.895,2,0.009676286,Dairy,122.87299999999999,OUT017,6,2,1,1,1820,1,1340.311665,0,2
4125,243,20.5,0,0.141792841,Starchy Foods,89.7172,OUT046,16,2,0,1,145,1,1306.324351,0,8
4126,276,15.966681900000001,2,0.05436436,Starchy Foods,63.8168,OUT027,28,1,2,3,3451,1,1306.324351,0,5
4127,325,13.65,2,0.031573246,Canned,99.47,OUT018,4,1,2,2,1532,1,1332.243074,0,3
4128,1495,15.7,1,0.055943697,Health and Hygiene,150.6024,OUT013,26,0,2,1,1150,2,1218.181979,1,1
4129,769,18.7,2,0.06595278,Frozen Foods,229.201,OUT035,9,2,1,1,1676,1,1280.318926,1,6
4130,1,19.35,2,0.066831682,Soft Drinks,163.8868,OUT010,15,1,2,0,1708,0,1229.886669,1,0
4131,262,16.0,2,0.06516504599999999,Dairy,79.3986,OUT049,14,1,0,1,3350,1,1340.311665,0,9
4132,1271,6.965,1,0.06595278,Household,159.4604,OUT013,26,0,2,1,1645,2,1327.838316,0,1
4133,939,11.395,2,0.069728296,Meat,233.9616,OUT045,11,2,1,1,361,1,1246.6924080000001,1,7
4134,1528,7.5,1,0.09660879,Household,56.9588,OUT045,11,2,1,1,3201,2,1327.838316,0,7
4135,4,6.115,2,0.007038478000000001,Soft Drinks,189.253,OUT013,26,0,2,1,1910,0,1229.886669,1,1
4136,1168,8.151798319,2,0.153456703,Dairy,264.091,OUT019,28,2,0,0,1285,1,1340.311665,0,4
4137,915,14.8,2,0.043982464000000006,Breads,110.65700000000001,OUT045,11,2,1,1,1519,1,1329.8970880000002,0,7
4138,859,8.71,0,0.139202085,Canned,46.1376,OUT035,9,2,1,1,2026,1,1332.243074,0,6
4139,1199,15.5,2,0.08618464699999999,Frozen Foods,50.9692,OUT018,4,1,2,2,2081,1,1280.318926,1,3
4140,610,19.35,2,0.082250863,Baking Goods,48.7034,OUT035,9,2,1,1,2693,1,1165.308787,1,6
4141,77,8.151798319,0,0.034286109,Soft Drinks,173.1422,OUT027,28,1,2,3,2570,0,1229.886669,1,5
4142,1257,19.2,0,0.100482186,Frozen Foods,111.8886,OUT018,4,1,2,2,569,1,1280.318926,1,3
4143,560,16.25,2,0.049051717,Fruits and Vegetables,152.4682,OUT049,14,1,0,1,1159,1,1400.9239029999999,0,9
4144,573,19.85,0,0.005230785999999999,Dairy,265.1884,OUT013,26,0,2,1,2583,1,1340.311665,0,1
4145,753,13.65,2,0.08062523,Frozen Foods,259.6936,OUT035,9,2,1,1,905,1,1280.318926,1,6
4146,144,7.535,0,0.081787519,Soft Drinks,120.844,OUT046,16,2,0,1,956,0,1229.886669,1,8
4147,395,13.93290191,0,0.010615026000000001,Frozen Foods,185.1898,OUT019,28,2,0,0,1980,1,1280.318926,1,4
4148,392,13.93290191,0,0.009534758,Snack Foods,64.551,OUT027,28,1,2,3,185,1,1373.949767,0,5
4149,482,5.59,2,0.056602818,Snack Foods,63.2168,OUT046,16,2,0,1,616,1,1373.949767,0,8
4150,1248,11.0,2,0.057047756,Fruits and Vegetables,240.4512,OUT035,9,2,1,1,3130,1,1400.9239029999999,0,6
4151,504,19.85,0,0.05410964,Seafood,195.0768,OUT049,14,1,0,1,811,1,1672.6766220000002,0,9
4152,1019,17.6,0,0.058209079000000004,Meat,153.6314,OUT045,11,2,1,1,2664,1,1246.6924080000001,1,7
4153,926,6.215,2,0.083056555,Baking Goods,224.4062,OUT010,15,1,2,0,1021,1,1165.308787,1,0
4154,374,15.1,2,0.020015391,Frozen Foods,128.83100000000002,OUT018,4,1,2,2,685,1,1280.318926,1,3
4155,968,13.35,0,0.102426197,Dairy,230.6352,OUT013,26,0,2,1,2819,1,1340.311665,0,1
4156,292,9.5,2,0.048761223,Starchy Foods,186.5898,OUT049,14,1,0,1,2650,1,1306.324351,0,9
4157,656,11.8,2,0.06595278,Frozen Foods,179.2344,OUT035,9,2,1,1,946,1,1280.318926,1,6
4158,410,17.6,0,0.056281276,Frozen Foods,40.3454,OUT035,9,2,1,1,3283,1,1280.318926,1,6
4159,573,19.85,0,0.008762556,Dairy,266.6884,OUT010,15,1,2,0,1297,1,1340.311665,0,0
4160,230,13.35,0,0.139669224,Frozen Foods,147.6392,OUT049,14,1,0,1,781,1,1280.318926,1,9
4161,81,18.85,0,0.13797299300000002,Hard Drinks,158.4578,OUT017,6,2,1,1,389,0,1264.622727,1,2
4162,771,17.5,0,0.06595278,Snack Foods,102.999,OUT046,16,2,0,1,1533,1,1373.949767,0,8
4163,1212,20.2,2,0.12194009900000001,Snack Foods,95.3752,OUT017,6,2,1,1,139,1,1373.949767,0,2
4164,1496,5.88,1,0.024926012999999997,Household,149.9392,OUT049,14,1,0,1,426,2,1327.838316,0,9
4165,1231,18.05858931,2,0.039031927,Snack Foods,95.641,OUT027,28,1,2,3,626,1,1373.949767,0,5
4166,269,15.85,0,0.13727,Canned,94.4094,OUT017,6,2,1,1,754,1,1332.243074,0,2
4167,950,5.985,0,0.095989602,Frozen Foods,127.3678,OUT045,11,2,1,1,2598,1,1280.318926,1,7
4168,310,18.85,0,0.142443405,Canned,170.4132,OUT017,6,2,1,1,2299,1,1332.243074,0,2
4169,81,18.85,0,0.137410256,Hard Drinks,161.7578,OUT049,14,1,0,1,519,0,1264.622727,1,9
4170,808,7.51,0,0.104400238,Snack Foods,113.5544,OUT017,6,2,1,1,3389,1,1373.949767,0,2
4171,1520,16.2,1,0.06595278,Household,190.8162,OUT035,9,2,1,1,1709,2,1327.838316,0,6
4172,1530,17.6,1,0.015750947,Household,182.5976,OUT018,4,1,2,2,541,2,1327.838316,0,3
4173,1307,8.97,1,0.092937216,Household,54.6956,OUT013,26,0,2,1,3236,2,1327.838316,0,1
4174,506,7.22,2,0.03828933,Baking Goods,64.751,OUT013,26,0,2,1,236,1,1165.308787,1,1
4175,267,15.966681900000001,0,0.20816215600000001,Snack Foods,228.1694,OUT019,28,2,0,0,1046,1,1373.949767,0,4
4176,318,8.71,0,0.121936216,Canned,94.4778,OUT017,6,2,1,1,1291,1,1332.243074,0,2
4177,324,17.7,2,0.135646297,Starchy Foods,186.0924,OUT018,4,1,2,2,1856,1,1306.324351,0,3
4178,739,15.85,0,0.069240685,Breads,217.5166,OUT045,11,2,1,1,3040,1,1329.8970880000002,0,7
4179,195,6.055,0,0.03127929,Fruits and Vegetables,160.3578,OUT017,6,2,1,1,1134,1,1400.9239029999999,0,2
4180,610,20.08910944,2,0.08186804,Baking Goods,46.8034,OUT027,28,1,2,3,66,1,1165.308787,1,5
4181,446,19.25,2,0.034753686,Canned,141.5496,OUT049,14,1,0,1,814,1,1332.243074,0,9
4182,489,16.5,0,0.028476451,Snack Foods,91.0146,OUT045,11,2,1,1,333,1,1373.949767,0,7
4183,795,13.5,2,0.067872402,Dairy,57.8562,OUT046,16,2,0,1,1874,1,1340.311665,0,8
4184,655,10.03119577,2,0.026420581000000002,Meat,250.9408,OUT019,28,2,0,0,2,1,1246.6924080000001,1,4
4185,699,7.865,0,0.061183503,Breakfast,164.5526,OUT045,11,2,1,1,551,1,1248.919095,1,7
4186,1357,10.6,1,0.035247642,Health and Hygiene,84.7224,OUT049,14,1,0,1,534,2,1218.181979,1,9
4187,351,10.03119577,2,0.02974207,Dairy,88.9514,OUT027,28,1,2,3,1823,1,1340.311665,0,5
4188,186,16.2,2,0.128397995,Frozen Foods,178.33700000000002,OUT035,9,2,1,1,366,1,1280.318926,1,6
4189,391,14.5,2,0.058918844000000005,Fruits and Vegetables,169.7448,OUT049,14,1,0,1,1688,1,1400.9239029999999,0,9
4190,1428,7.235,1,0.07679167099999999,Household,116.4492,OUT013,26,0,2,1,1069,2,1327.838316,0,1
4191,120,16.75,0,0.021220113,Hard Drinks,55.1298,OUT035,9,2,1,1,220,0,1264.622727,1,6
4192,277,6.12748296,2,0.20042639999999998,Baking Goods,88.8514,OUT019,28,2,0,0,1307,1,1165.308787,1,4
4193,21,6.12748296,0,0.07858962900000001,Soft Drinks,113.286,OUT027,28,1,2,3,1350,0,1229.886669,1,5
4194,208,14.0,2,0.031261582999999996,Canned,52.56399999999999,OUT035,9,2,1,1,3004,1,1332.243074,0,6
4195,573,19.85,0,0.005235143,Dairy,265.8884,OUT046,16,2,0,1,1306,1,1340.311665,0,8
4196,352,10.895,0,0.027032204,Frozen Foods,106.32799999999999,OUT017,6,2,1,1,3347,1,1280.318926,1,2
4197,1036,5.635,0,0.172856719,Baking Goods,148.205,OUT010,15,1,2,0,2346,1,1165.308787,1,0
4198,490,10.65,2,0.08561751699999999,Snack Foods,229.3668,OUT017,6,2,1,1,1062,1,1373.949767,0,2
4199,602,15.1,0,0.127334766,Baking Goods,88.28299999999999,OUT010,15,2,2,0,3384,1,1165.308787,1,0
4200,1273,16.5,1,0.036641597000000005,Household,178.7318,OUT046,16,2,0,1,239,2,1327.838316,0,8
4201,493,13.35,2,0.014656563999999999,Canned,208.5638,OUT045,11,2,1,1,1044,1,1332.243074,0,7
4202,411,12.15,0,0.037864853999999996,Meat,63.0826,OUT013,26,0,2,1,1679,1,1246.6924080000001,1,1
4203,160,13.65,0,0.036016619,Snack Foods,186.3924,OUT049,14,1,0,1,271,1,1373.949767,0,9
4204,474,20.75,2,0.12953868,Seafood,240.28799999999998,OUT049,14,1,0,1,1126,1,1672.6766220000002,0,9
4205,481,19.1,0,0.038531668,Fruits and Vegetables,210.6586,OUT013,26,0,2,1,2742,1,1400.9239029999999,0,1
4206,87,17.25,0,0.06595278,Dairy,171.5764,OUT045,11,2,1,1,2416,0,1340.311665,0,7
4207,143,8.151798319,2,0.112119359,Soft Drinks,123.0388,OUT027,28,1,2,3,818,0,1229.886669,1,5
4208,1171,12.07038502,0,0.06595278,Fruits and Vegetables,45.9402,OUT027,28,1,2,3,3365,1,1400.9239029999999,0,5
4209,275,10.195,0,0.041907414,Snack Foods,43.8428,OUT013,26,0,2,1,634,1,1373.949767,0,1
4210,1288,16.6,1,0.027556247000000002,Household,176.6344,OUT013,26,0,2,1,802,2,1327.838316,0,1
4211,1169,17.6,2,0.07605848400000001,Meat,111.8202,OUT013,26,0,2,1,857,1,1246.6924080000001,1,1
4212,1249,8.185,0,0.038729057000000004,Fruits and Vegetables,117.1808,OUT046,16,2,0,1,732,1,1400.9239029999999,0,8
4213,753,13.65,2,0.080804019,Frozen Foods,261.1936,OUT045,11,2,1,1,1092,1,1280.318926,1,7
4214,19,10.6,0,0.056884225,Dairy,231.9642,OUT049,14,1,0,1,1555,0,1340.311665,0,9
4215,583,10.8,0,0.050000257,Fruits and Vegetables,243.9144,OUT017,6,2,1,1,2422,1,1400.9239029999999,0,2
4216,750,15.2,0,0.021207518999999998,Canned,219.4824,OUT046,16,2,0,1,630,1,1332.243074,0,8
